fact_key,date_key,fund_key,distributor_key,region_key,rm_key,opening_aum_eur,closing_aum_eur,avg_aum_eur,target_aum_eur,gross_subscriptions_eur,gross_redemptions_eur,net_subscriptions_eur,market_movement_eur,management_fee_bps,fee_revenue_eur,created_at
441,20240930,6,5,3,1,80152299.829999998,82388585.040000007,81270442.430000007,64098898.270000003,2222140.92,913451.28,1308689.64,927595.57,130,88042.98,2026-08-18 01:27:35.973859 UTC
442,20241031,6,5,3,1,82388585.040000007,81641099.599999994,82014842.319999993,71220998.079999998,1229937.41,1531236.75,-301299.34,-446186.1,130,88849.41,2026-08-18 01:27:35.973859 UTC
443,20241130,6,5,3,1,81641099.599999994,79416751.870000005,80528925.739999995,78343097.890000001,1082685.94,2891429.64,-1808743.7,-415604.03,130,87239.67,2026-08-18 01:27:35.973859 UTC
444,20241231,6,5,3,1,79416751.870000005,81651798.189999998,80534275.030000001,85465197.700000003,1716718.83,703245.63,1013473.19,1221573.13,130,87245.46,2026-08-18 01:27:35.973859 UTC
445,20250131,6,5,3,1,81651798.189999998,80848638.829999998,81250218.510000005,92587297.510000005,910336.56,1916153.41,-1005816.85,202657.49,130,88021.07,2026-08-18 01:27:35.973859 UTC
446,20250228,6,5,3,1,80848638.829999998,82880261.459999993,81864450.150000006,99709397.310000002,2858467.38,729555.18,2128912.2,-97289.57,130,88686.49,2026-08-18 01:27:35.973859 UTC
447,20250331,6,5,3,1,82880261.459999993,82130561.069999993,82505411.260000005,106831497.120000005,1387960.24,1932505.15,-544544.91,-205155.48,130,89380.86,2026-08-18 01:27:35.973859 UTC
448,20250430,6,5,3,1,82130561.069999993,83372009.349999994,82751285.209999993,113953596.930000007,1359340.41,1070965.37,288375.04,953073.24,130,89647.23,2026-08-18 01:27:35.973859 UTC
449,20250531,6,5,3,1,83372009.349999994,83604145.319999993,83488077.329999998,121075696.739999995,844384.88,1037377.57,-192992.69,425128.66,130,90445.42,2026-08-18 01:27:35.973859 UTC
450,20250630,6,5,3,1,83604145.319999993,83166093.780000001,83385119.549999997,128197796.549999997,2788022.47,2577818.62,210203.86,-648255.39,130,90333.88,2026-08-18 01:27:35.973859 UTC
451,20240131,7,5,3,1,49803649.380000003,51239818.420000002,50521733.899999999,5615480.1,1347133.19,704753.72,642379.47,793789.58,105,44206.52,2026-08-18 01:27:35.973859 UTC
452,20240229,7,5,3,1,51239818.420000002,52530953.130000003,51885385.780000001,11230960.189999999,1930863,1368640.48,562222.52,728912.19,105,45399.71,2026-08-18 01:27:35.973859 UTC
453,20240331,7,5,3,1,52530953.130000003,51677643.020000003,52104298.079999998,16846440.289999999,707244.19,955454.41,-248210.22,-605099.89,105,45591.26,2026-08-18 01:27:35.973859 UTC
454,20240430,7,5,3,1,51677643.020000003,51242202.310000002,51459922.670000002,22461920.379999999,1059512.74,1011836.62,47676.12,-483116.83,105,45027.43,2026-08-18 01:27:35.973859 UTC
455,20240531,7,5,3,1,51242202.310000002,50057501.579999998,50649851.950000003,28077400.48,653730.57,1750130.77,-1096400.2,-88300.53,105,44318.62,2026-08-18 01:27:35.973859 UTC
456,20240630,7,5,3,1,50057501.579999998,49935152.640000001,49996327.109999999,33692880.579999998,1169206.52,973470.92,195735.6,-318084.54,105,43746.79,2026-08-18 01:27:35.973859 UTC
457,20240731,7,5,3,1,49935152.640000001,49218412.020000003,49576782.329999998,39308360.670000002,1570063.91,1693409.73,-123345.82,-593394.8,105,43379.68,2026-08-18 01:27:35.973859 UTC
458,20240831,7,5,3,1,49218412.020000003,49876004.619999997,49547208.32,44923840.770000003,1890486.88,1056651.03,833835.85,-176243.25,105,43353.81,2026-08-18 01:27:35.973859 UTC
459,20240930,7,5,3,1,49876004.619999997,49130950.210000001,49503477.420000002,50539320.859999999,1685238.92,1759100.76,-73861.84,-671192.57,105,43315.54,2026-08-18 01:27:35.973859 UTC
460,20241031,7,5,3,1,49130950.210000001,48552447.460000001,48841698.840000004,56154800.960000001,1463423.48,1727733.63,-264310.15,-314192.6,105,42736.49,2026-08-18 01:27:35.973859 UTC
461,20241130,7,5,3,1,48552447.460000001,49104412.729999997,48828430.100000001,61770281.060000002,1588867.06,1113702.86,475164.2,76801.08,105,42724.88,2026-08-18 01:27:35.973859 UTC
462,20241231,7,5,3,1,49104412.729999997,49332402.729999997,49218407.729999997,67385761.150000006,1194997.09,1032282.33,162714.76,65275.24,105,43066.11,2026-08-18 01:27:35.973859 UTC
463,20250131,7,5,3,1,49332402.729999997,49449877.479999997,49391140.109999999,73001241.25,1221431.18,628433.58,592997.6,-475522.85,105,43217.25,2026-08-18 01:27:35.973859 UTC
464,20250228,7,5,3,1,49449877.479999997,50129583.520000003,49789730.5,78616721.340000004,1369072.59,1455390.33,-86317.74,766023.78,105,43566.01,2026-08-18 01:27:35.973859 UTC
465,20250331,7,5,3,1,50129583.520000003,50338095.329999998,50233839.43,84232201.439999998,1643887.65,1538623.44,105264.21,103247.6,105,43954.61,2026-08-18 01:27:35.973859 UTC
466,20250430,7,5,3,1,50338095.329999998,49962263.049999997,50150179.189999998,89847681.540000007,669280.18,618579.99,50700.19,-426532.48,105,43881.41,2026-08-18 01:27:35.973859 UTC
467,20250531,7,5,3,1,49962263.049999997,50217610.329999998,50089936.689999998,95463161.629999995,810832.86,523235.61,287597.25,-32249.97,105,43828.69,2026-08-18 01:27:35.973859 UTC
468,20250630,7,5,3,1,50217610.329999998,49110179.5,49663894.909999996,101078641.730000004,943516.4,1725774.44,-782258.04,-325172.79,105,43455.91,2026-08-18 01:27:35.973859 UTC
469,20240131,8,5,3,1,79301198.689999998,78736592.549999997,79018895.620000005,6433651.01,1025299.17,1588521.77,-563222.6,-1383.54,35,23047.18,2026-08-18 01:27:35.973859 UTC
470,20240229,8,5,3,1,78736592.549999997,78401213.569999993,78568903.060000002,12867302.02,2032409.31,2358860.28,-326450.97,-8928.01,35,22915.93,2026-08-18 01:27:35.973859 UTC
471,20240331,8,5,3,1,78401213.569999993,77626430.799999997,78013822.189999998,19300953.039999999,1659595.56,2449598.33,-790002.77,15220,35,22754.03,2026-08-18 01:27:35.973859 UTC
472,20240430,8,5,3,1,77626430.799999997,79345948.780000001,78486189.790000007,25734604.050000001,2720604.51,1007958.35,1712646.16,6871.82,35,22891.81,2026-08-18 01:27:35.973859 UTC
473,20240531,8,5,3,1,79345948.780000001,78246991.299999997,78796470.040000007,32168255.059999999,1013334.91,2133647.55,-1120312.64,21355.16,35,22982.3,2026-08-18 01:27:35.973859 UTC
474,20240630,8,5,3,1,78246991.299999997,79855645.310000002,79051318.310000002,38601906.07,2567558.29,962432.53,1605125.76,3528.25,35,23056.63,2026-08-18 01:27:35.973859 UTC
475,20240731,8,5,3,1,79855645.310000002,80334343.629999995,80094994.469999999,45035557.079999998,2238861.56,1743714.9,495146.66,-16448.34,35,23361.04,2026-08-18 01:27:35.973859 UTC
476,20240831,8,5,3,1,80334343.629999995,81087674.760000005,80711009.189999998,51469208.100000001,2252918.04,1463847.89,789070.15,-35739.03,35,23540.71,2026-08-18 01:27:35.973859 UTC
477,20240930,8,5,3,1,81087674.760000005,83369872.439999998,82228773.599999994,57902859.109999999,2974241.92,718551.45,2255690.48,26507.21,35,23983.39,2026-08-18 01:27:35.973859 UTC
478,20241031,8,5,3,1,83369872.439999998,83452016,83410944.219999999,64336510.119999997,3024692.59,2948182.81,76509.78,5633.78,35,24328.19,2026-08-18 01:27:35.973859 UTC
479,20241130,8,5,3,1,83452016,82928092.560000002,83190054.280000001,70770161.129999995,1955243.23,2470579.14,-515335.91,-8587.53,35,24263.77,2026-08-18 01:27:35.973859 UTC
480,20241231,8,5,3,1,82928092.560000002,83281801.200000003,83104946.879999995,77203812.140000001,2309309.19,1962338.39,346970.8,6737.84,35,24238.94,2026-08-18 01:27:35.973859 UTC
481,20250131,8,5,3,1,83281801.200000003,83231312.129999995,83256556.670000002,83637463.159999996,2426545.45,2463340.44,-36794.99,-13694.08,35,24283.16,2026-08-18 01:27:35.973859 UTC
482,20250228,8,5,3,1,83231312.129999995,83835610.540000007,83533461.329999998,90071114.170000002,1413924.71,778092.81,635831.9,-31533.49,35,24363.93,2026-08-18 01:27:35.973859 UTC
483,20250331,8,5,3,1,83835610.540000007,85016514.099999994,84426062.319999993,96504765.180000007,2058494.74,865666.84,1192827.9,-11924.33,35,24624.27,2026-08-18 01:27:35.973859 UTC
484,20250430,8,5,3,1,85016514.099999994,86782149.170000002,85899331.640000001,102938416.189999998,3208109.4,1469718.43,1738390.97,27244.1,35,25053.97,2026-08-18 01:27:35.973859 UTC
485,20250531,8,5,3,1,86782149.170000002,86718890.5,86750519.840000004,109372067.200000003,1593899.08,1638792.17,-44893.08,-18365.59,35,25302.23,2026-08-18 01:27:35.973859 UTC
486,20250630,8,5,3,1,86718890.5,87347719.659999996,87033305.079999998,115805718.219999999,2427050.1,1784088.73,642961.37,-14132.21,35,25384.71,2026-08-18 01:27:35.973859 UTC
487,20240131,9,5,3,1,81284965.799999997,80579914.340000004,80932440.069999993,5962402.82,2721561.09,2147160.45,574400.64,-1279452.1,175,118026.48,2026-08-18 01:27:35.973859 UTC
488,20240229,9,5,3,1,80579914.340000004,78816329.530000001,79698121.930000007,11924805.630000001,1039729.03,1340054.53,-300325.51,-1463259.3,175,116226.43,2026-08-18 01:27:35.973859 UTC
489,20240331,9,5,3,1,78816329.530000001,81461027.150000006,80138678.340000004,17887208.449999999,2828394.71,1843690.08,984704.64,1659992.98,175,116868.91,2026-08-18 01:27:35.973859 UTC
490,20240430,9,5,3,1,81461027.150000006,79828682.900000006,80644855.019999996,23849611.27,3013093.62,2932342.66,80750.96,-1713095.21,175,117607.08,2026-08-18 01:27:35.973859 UTC
491,20240531,9,5,3,1,79828682.900000006,76434913.989999995,78131798.439999998,29812014.079999998,838445.25,2701759.96,-1863314.71,-1530454.2,175,113942.21,2026-08-18 01:27:35.973859 UTC
492,20240630,9,5,3,1,76434913.989999995,74648989.310000002,75541951.650000006,35774416.899999999,2078347.43,2201009.98,-122662.55,-1663262.12,175,110165.35,2026-08-18 01:27:35.973859 UTC
493,20240731,9,5,3,1,74648989.310000002,77635918.540000007,76142453.930000007,41736819.719999999,2282539.7,1038238.63,1244301.07,1742628.16,175,111041.08,2026-08-18 01:27:35.973859 UTC
494,20240831,9,5,3,1,77635918.540000007,80529628.150000006,79082773.340000004,47699222.530000001,2905244.62,1652623.74,1252620.88,1641088.72,175,115329.04,2026-08-18 01:27:35.973859 UTC
495,20240930,9,5,3,1,80529628.150000006,82323861.739999995,81426744.939999998,53661625.350000001,1304162.82,1523113.16,-218950.34,2013183.93,175,118747.34,2026-08-18 01:27:35.973859 UTC
496,20241031,9,5,3,1,82323861.739999995,81990176.819999993,82157019.280000001,59624028.170000002,1548259.35,2127997.22,-579737.87,246052.95,175,119812.32,2026-08-18 01:27:35.973859 UTC
497,20241130,9,5,3,1,81990176.819999993,83616611.560000002,82803394.189999998,65586430.979999997,881573.54,1629060.31,-747486.77,2373921.52,175,120754.95,2026-08-18 01:27:35.973859 UTC
498,20241231,9,5,3,1,83616611.560000002,82189045.879999995,82902828.719999999,71548833.799999997,939493.19,2218307.67,-1278814.48,-148751.2,175,120899.96,2026-08-18 01:27:35.973859 UTC
499,20250131,9,5,3,1,82189045.879999995,85226310.609999999,83707678.25,77511236.620000005,1652094.42,725696.09,926398.34,2110866.4,175,122073.7,2026-08-18 01:27:35.973859 UTC
500,20250228,9,5,3,1,85226310.609999999,86032752.109999999,85629531.359999999,83473639.430000007,1617839.4,2350762.76,-732923.36,1539364.85,175,124876.4,2026-08-18 01:27:35.973859 UTC
501,20250331,9,5,3,1,86032752.109999999,88548012.459999993,87290382.280000001,89436042.25,2027064.77,694750.75,1332314.02,1182946.33,175,127298.47,2026-08-18 01:27:35.973859 UTC
502,20250430,9,5,3,1,88548012.459999993,87580682.140000001,88064347.299999997,95398445.069999993,3168391.21,2948253.82,220137.39,-1187467.71,175,128427.17,2026-08-18 01:27:35.973859 UTC
503,20250531,9,5,3,1,87580682.140000001,85740615,86660648.569999993,101360847.879999995,1876635.87,2237609.91,-360974.04,-1479093.1,175,126380.11,2026-08-18 01:27:35.973859 UTC
504,20250630,9,5,3,1,85740615,87410378.549999997,86575496.780000001,107323250.700000003,1943635.05,2162892.85,-219257.8,1889021.35,175,126255.93,2026-08-18 01:27:35.973859 UTC
505,20240131,10,5,3,1,40650923.549999997,40806813.210000001,40728868.380000003,5874969.05,1452343.99,1016418.45,435925.54,-280035.88,80,27152.58,2026-08-18 01:27:35.973859 UTC
506,20240229,10,5,3,1,40806813.210000001,41073414.899999999,40940114.060000002,11749938.109999999,1279824.15,1095962.34,183861.8,82739.88,80,27293.41,2026-08-18 01:27:35.973859 UTC
507,20240331,10,5,3,1,41073414.899999999,41148120.710000001,41110767.810000002,17624907.16,794795.57,553490.01,241305.56,-166599.75,80,27407.18,2026-08-18 01:27:35.973859 UTC
508,20240430,10,5,3,1,41148120.710000001,40886458.719999999,41017289.719999999,23499876.210000001,968546.13,1232381.75,-263835.62,2173.63,80,27344.86,2026-08-18 01:27:35.973859 UTC
509,20240531,10,5,3,1,40886458.719999999,40589925.340000004,40738192.030000001,29374845.27,439456.06,936315.73,-496859.67,200326.29,80,27158.79,2026-08-18 01:27:35.973859 UTC
510,20240630,10,5,3,1,40589925.340000004,41473152.829999998,41031539.090000004,35249814.32,1589108.67,676480.75,912627.92,-29400.43,80,27354.36,2026-08-18 01:27:35.973859 UTC
511,20240731,10,5,3,1,41473152.829999998,41090938.450000003,41282045.640000001,41124783.369999997,423780.95,1078145.55,-654364.6,272150.22,80,27521.36,2026-08-18 01:27:35.973859 UTC
512,20240831,10,5,3,1,41090938.450000003,41586357.049999997,41338647.75,46999752.43,1366200.93,984584.39,381616.54,113802.06,80,27559.1,2026-08-18 01:27:35.973859 UTC
513,20240930,10,5,3,1,41586357.049999997,41649966.219999999,41618161.630000003,52874721.479999997,455073.47,419652.55,35420.92,28188.25,80,27745.44,2026-08-18 01:27:35.973859 UTC
514,20241031,10,5,3,1,41649966.219999999,41447690.420000002,41548828.32,58749690.539999999,686037.09,1120036.9,-433999.81,231724.02,80,27699.22,2026-08-18 01:27:35.973859 UTC
515,20241130,10,5,3,1,41447690.420000002,41193752.07,41320721.240000002,64624659.590000004,614436.87,627694.09,-13257.22,-240681.14,80,27547.15,2026-08-18 01:27:35.973859 UTC
516,20241231,10,5,3,1,41193752.07,40915123.200000003,41054437.630000003,70499628.640000001,606308.8,736018.71,-129709.91,-148918.96,80,27369.63,2026-08-18 01:27:35.973859 UTC
517,20250131,10,5,3,1,40915123.200000003,40556288.210000001,40735705.700000003,76374597.700000003,1132839.56,1197724.53,-64884.97,-293950.01,80,27157.14,2026-08-18 01:27:35.973859 UTC
518,20250228,10,5,3,1,40556288.210000001,40095331.079999998,40325809.640000001,82249566.75,623739.39,918364.61,-294625.22,-166331.91,80,26883.87,2026-08-18 01:27:35.973859 UTC
519,20250331,10,5,3,1,40095331.079999998,41087130.899999999,40591230.990000002,88124535.799999997,1406708.22,578522.47,828185.75,163614.08,80,27060.82,2026-08-18 01:27:35.973859 UTC
520,20250430,10,5,3,1,41087130.899999999,42004970.07,41546050.479999997,93999504.859999999,1151833.35,371286.79,780546.55,137292.61,80,27697.37,2026-08-18 01:27:35.973859 UTC
521,20250531,10,5,3,1,42004970.07,42005516.439999998,42005243.25,99874473.909999996,800365.05,1040958.16,-240593.11,241139.48,80,28003.5,2026-08-18 01:27:35.973859 UTC
522,20250630,10,5,3,1,42005516.439999998,42957650.899999999,42481583.670000002,105749442.959999993,1233699.46,423990.44,809709.02,142425.45,80,28321.06,2026-08-18 01:27:35.973859 UTC
523,20240131,3,6,4,3,11331512.050000001,11261207.630000001,11296359.84,785595.42,311304.56,142835.04,168469.52,-238773.94,195,18356.58,2026-08-18 01:27:35.973859 UTC
524,20240229,3,6,4,3,11261207.630000001,11553620.16,11407413.9,1571190.84,364320.22,270155.87,94164.35,198248.19,195,18537.05,2026-08-18 01:27:35.973859 UTC
525,20240331,3,6,4,3,11553620.16,11648715.210000001,11601167.68,2356786.26,185969.39,134491.17,51478.22,43616.83,195,18851.9,2026-08-18 01:27:35.973859 UTC
526,20240430,3,6,4,3,11648715.210000001,11351201.720000001,11499958.460000001,3142381.68,233410.27,312190.18,-78779.91,-218733.57,195,18687.43,2026-08-18 01:27:35.973859 UTC
527,20240531,3,6,4,3,11351201.720000001,11283796.039999999,11317498.880000001,3927977.1,308887.3,199609.23,109278.07,-176683.76,195,18390.94,2026-08-18 01:27:35.973859 UTC
528,20240630,3,6,4,3,11283796.039999999,11623316.060000001,11453556.050000001,4713572.52,353334.64,377266.63,-23931.99,363452.01,195,18612.03,2026-08-18 01:27:35.973859 UTC
529,20240731,3,6,4,3,11623316.060000001,11919633.18,11771474.619999999,5499167.94,430584.45,364384.25,66200.2,230116.93,195,19128.65,2026-08-18 01:27:35.973859 UTC
530,20240831,3,6,4,3,11919633.18,11950907.16,11935270.17,6284763.36,365846.63,347753.18,18093.45,13180.53,195,19394.81,2026-08-18 01:27:35.973859 UTC
531,20240930,3,6,4,3,11950907.16,11856081.960000001,11903494.560000001,7070358.78,253462.59,270594.27,-17131.68,-77693.52,195,19343.18,2026-08-18 01:27:35.973859 UTC
532,20241031,3,6,4,3,11856081.960000001,11887243.060000001,11871662.51,7855954.2,308123.12,323485.62,-15362.5,46523.6,195,19291.45,2026-08-18 01:27:35.973859 UTC
533,20241130,3,6,4,3,11887243.060000001,11945287.02,11916265.039999999,8641549.619999999,170239.76,307715.19,-137475.43,195519.39,195,19363.93,2026-08-18 01:27:35.973859 UTC
534,20241231,3,6,4,3,11945287.02,12152882.6,12049084.810000001,9427145.039999999,203511.69,120921.79,82589.89,125005.68,195,19579.76,2026-08-18 01:27:35.973859 UTC
535,20250131,3,6,4,3,12152882.6,11947269.35,12050075.98,10212740.460000001,318065.99,278573.2,39492.79,-245106.04,195,19581.37,2026-08-18 01:27:35.973859 UTC
536,20250228,3,6,4,3,11947269.35,12133123.16,12040196.25,10998335.880000001,447449.48,102209.35,345240.14,-159386.34,195,19565.32,2026-08-18 01:27:35.973859 UTC
537,20250331,3,6,4,3,12133123.16,12210843.810000001,12171983.48,11783931.300000001,183848.77,357089.39,-173240.62,250961.28,195,19779.47,2026-08-18 01:27:35.973859 UTC
538,20250430,3,6,4,3,12210843.810000001,12117210.130000001,12164026.970000001,12569526.720000001,252942.37,253103.73,-161.36,-93472.32,195,19766.54,2026-08-18 01:27:35.973859 UTC
539,20250531,3,6,4,3,12117210.130000001,11960128.09,12038669.109999999,13355122.140000001,390495.51,323782.38,66713.12,-223795.16,195,19562.84,2026-08-18 01:27:35.973859 UTC
540,20250630,3,6,4,3,11960128.09,11942044.15,11951086.119999999,14140717.560000001,286120.6,123976.35,162144.25,-180228.18,195,19420.51,2026-08-18 01:27:35.973859 UTC
541,20240131,7,6,4,3,4905933.64,4892764.24,4899348.94,698263.96,93422.67,149728.09,-56305.42,43136.02,105,4286.93,2026-08-18 01:27:35.973859 UTC
542,20240229,7,6,4,3,4892764.24,4841688.51,4867226.38,1396527.91,59974.55,115686.11,-55711.57,4635.83,105,4258.82,2026-08-18 01:27:35.973859 UTC
543,20240331,7,6,4,3,4841688.51,4826908.78,4834298.65,2094791.87,117508.77,77978.2,39530.56,-54310.29,105,4230.01,2026-08-18 01:27:35.973859 UTC
544,20240430,7,6,4,3,4826908.78,4874789.14,4850848.96,2793055.83,160000.98,157787.81,2213.17,45667.19,105,4244.49,2026-08-18 01:27:35.973859 UTC
545,20240531,7,6,4,3,4874789.14,4965757.02,4920273.08,3491319.78,139929.1,81561.16,58367.94,32599.93,105,4305.24,2026-08-18 01:27:35.973859 UTC
546,20240630,7,6,4,3,4965757.02,4890611.73,4928184.38,4189583.74,106588.65,163111.25,-56522.6,-18622.68,105,4312.16,2026-08-18 01:27:35.973859 UTC
547,20240731,7,6,4,3,4890611.73,4773711.12,4832161.43,4887847.69,83821.42,159942.39,-76120.97,-40779.64,105,4228.14,2026-08-18 01:27:35.973859 UTC
548,20240831,7,6,4,3,4773711.12,4847332.2,4810521.66,5586111.65,140427.9,64869.58,75558.32,-1937.24,105,4209.21,2026-08-18 01:27:35.973859 UTC
549,20240930,7,6,4,3,4847332.2,4855005.35,4851168.78,6284375.61,122285.28,87893.39,34391.89,-26718.73,105,4244.77,2026-08-18 01:27:35.973859 UTC
550,20241031,7,6,4,3,4855005.35,4815477.76,4835241.56,6982639.56,63429.41,81905.26,-18475.85,-21051.74,105,4230.84,2026-08-18 01:27:35.973859 UTC
551,20241130,7,6,4,3,4815477.76,4889758.47,4852618.11,7680903.52,125900.12,116149.31,9750.81,64529.9,105,4246.04,2026-08-18 01:27:35.973859 UTC
552,20241231,7,6,4,3,4889758.47,4874676.97,4882217.72,8379167.48,157944.86,152758.87,5185.99,-20267.49,105,4271.94,2026-08-18 01:27:35.973859 UTC
553,20250131,7,6,4,3,4874676.97,4801367.9,4838022.43,9077431.43,84577.71,116629.44,-32051.73,-41257.34,105,4233.27,2026-08-18 01:27:35.973859 UTC
554,20250228,7,6,4,3,4801367.9,4843327.34,4822347.62,9775695.390000001,148547.07,58919.7,89627.37,-47667.93,105,4219.55,2026-08-18 01:27:35.973859 UTC
555,20250331,7,6,4,3,4843327.34,4958973.63,4901150.48,10473959.35,162259.85,73754.54,88505.32,27140.97,105,4288.51,2026-08-18 01:27:35.973859 UTC
556,20250430,7,6,4,3,4958973.63,5044134.93,5001554.28,11172223.300000001,105007.66,60702.56,44305.1,40856.21,105,4376.36,2026-08-18 01:27:35.973859 UTC
557,20250531,7,6,4,3,5044134.93,5053166.15,5048650.54,11870487.26,66181.68,139429,-73247.32,82278.53,105,4417.57,2026-08-18 01:27:35.973859 UTC
558,20250630,7,6,4,3,5053166.15,5040146.13,5046656.14,12568751.210000001,132057.5,119709.55,12347.94,-25367.97,105,4415.82,2026-08-18 01:27:35.973859 UTC
559,20240131,10,6,4,3,6108504.19,6043671.32,6076087.75,818086.94,61982.09,92452.68,-30470.59,-34362.28,80,4050.73,2026-08-18 01:27:35.973859 UTC
560,20240229,10,6,4,3,6043671.32,5868701.17,5956186.25,1636173.88,64027.93,208372.45,-144344.52,-30625.62,80,3970.79,2026-08-18 01:27:35.973859 UTC
561,20240331,10,6,4,3,5868701.17,5801201.34,5834951.26,2454260.83,173109.99,207830.09,-34720.1,-32779.73,80,3889.97,2026-08-18 01:27:35.973859 UTC
562,20240430,10,6,4,3,5801201.34,5821193.08,5811197.21,3272347.77,150963.38,165613.25,-14649.87,34641.6,80,3874.13,2026-08-18 01:27:35.973859 UTC
563,20240531,10,6,4,3,5821193.08,5826901.64,5824047.36,4090434.71,130477.13,103645.54,26831.59,-21123.03,80,3882.7,2026-08-18 01:27:35.973859 UTC
564,20240630,10,6,4,3,5826901.64,5814590.15,5820745.89,4908521.65,99587,79486.66,20100.33,-32411.82,80,3880.5,2026-08-18 01:27:35.973859 UTC
565,20240731,10,6,4,3,5814590.15,5964155.54,5889372.84,5726608.59,190071.18,49349.08,140722.1,8843.29,80,3926.25,2026-08-18 01:27:35.973859 UTC
566,20240831,10,6,4,3,5964155.54,5878648.26,5921401.9,6544695.54,95585.28,201822.2,-106236.92,20729.64,80,3947.6,2026-08-18 01:27:35.973859 UTC
567,20240930,10,6,4,3,5878648.26,5908960.75,5893804.51,7362782.48,81406.21,63289.61,18116.59,12195.9,80,3929.2,2026-08-18 01:27:35.973859 UTC
568,20241031,10,6,4,3,5908960.75,5834607.24,5871784,8180869.42,62740.82,155499.4,-92758.58,18405.07,80,3914.52,2026-08-18 01:27:35.973859 UTC
569,20241130,10,6,4,3,5834607.24,5827110.67,5830858.96,8998956.359999999,165319.99,164275.09,1044.9,-8541.47,80,3887.24,2026-08-18 01:27:35.973859 UTC
570,20241231,10,6,4,3,5827110.67,5779182.95,5803146.81,9817043.300000001,117561.71,202745.17,-85183.45,37255.74,80,3868.76,2026-08-18 01:27:35.973859 UTC
571,20250131,10,6,4,3,5779182.95,5935278.75,5857230.85,10635130.25,229828.21,107385.82,122442.39,33653.4,80,3904.82,2026-08-18 01:27:35.973859 UTC
572,20250228,10,6,4,3,5935278.75,6021376.98,5978327.86,11453217.189999999,160476.03,105995.53,54480.5,31617.73,80,3985.55,2026-08-18 01:27:35.973859 UTC
573,20250331,10,6,4,3,6021376.98,6002145.96,6011761.47,12271304.130000001,206170.35,193544.49,12625.86,-31856.87,80,4007.84,2026-08-18 01:27:35.973859 UTC
574,20250430,10,6,4,3,6002145.96,5917325.27,5959735.61,13089391.07,105541.37,192601.63,-87060.26,2239.56,80,3973.16,2026-08-18 01:27:35.973859 UTC
575,20250531,10,6,4,3,5917325.27,5957363.89,5937344.58,13907478.01,138000.03,60263.4,77736.63,-37698,80,3958.23,2026-08-18 01:27:35.973859 UTC
576,20250630,10,6,4,3,5957363.89,6063856.43,6010610.16,14725564.960000001,191198.18,74049.79,117148.39,-10655.85,80,4007.07,2026-08-18 01:27:35.973859 UTC
577,20240131,2,7,6,4,31011717.84,31812023.93,31411870.879999999,1786196.95,988714.77,458897.24,529817.53,270488.56,150,39264.84,2026-08-18 01:27:35.973859 UTC
578,20240229,2,7,6,4,31812023.93,32821152.550000001,32316588.239999998,3572393.9,827773.35,766905.49,60867.85,948260.77,150,40395.74,2026-08-18 01:27:35.973859 UTC
579,20240331,2,7,6,4,32821152.550000001,33071438.41,32946295.48,5358590.85,1259555.69,1043695.57,215860.12,34425.74,150,41182.87,2026-08-18 01:27:35.973859 UTC
580,20240430,2,7,6,4,33071438.41,33583780.869999997,33327609.640000001,7144787.81,589025.85,535353.03,53672.83,458669.64,150,41659.51,2026-08-18 01:27:35.973859 UTC
581,20240531,2,7,6,4,33583780.869999997,33432184.609999999,33507982.739999998,8930984.76,1327024.37,626306.48,700717.89,-852314.15,150,41884.98,2026-08-18 01:27:35.973859 UTC
582,20240630,2,7,6,4,33432184.609999999,32545038.5,32988611.550000001,10717181.710000001,638159.34,997251.14,-359091.81,-528054.3,150,41235.76,2026-08-18 01:27:35.973859 UTC
583,20240731,2,7,6,4,32545038.5,33278760.23,32911899.359999999,12503378.66,720823.04,711495.95,9327.09,724394.65,150,41139.87,2026-08-18 01:27:35.973859 UTC
584,20240831,2,7,6,4,33278760.23,32590709.859999999,32934735.050000001,14289575.609999999,404544.29,394910.31,9633.98,-697684.35,150,41168.42,2026-08-18 01:27:35.973859 UTC
585,20240930,2,7,6,4,32590709.859999999,33735448.140000001,33163079,16075772.560000001,839462.09,508204.3,331257.79,813480.49,150,41453.85,2026-08-18 01:27:35.973859 UTC
586,20241031,2,7,6,4,33735448.140000001,33827556.229999997,33781502.189999998,17861969.510000002,980301.58,890608.9,89692.68,2415.4,150,42226.88,2026-08-18 01:27:35.973859 UTC
587,20241130,2,7,6,4,33827556.229999997,33384505.969999999,33606031.100000001,19648166.469999999,1340057.97,879747.24,460310.73,-903360.99,150,42007.54,2026-08-18 01:27:35.973859 UTC
588,20241231,2,7,6,4,33384505.969999999,33703554.259999998,33544030.120000001,21434363.420000002,920889.59,625872.87,295016.71,24031.58,150,41930.04,2026-08-18 01:27:35.973859 UTC
589,20250131,2,7,6,4,33703554.259999998,34316611.380000003,34010082.82,23220560.370000001,368009.68,470819.66,-102809.98,715867.09,150,42512.6,2026-08-18 01:27:35.973859 UTC
590,20250228,2,7,6,4,34316611.380000003,34366715.520000003,34341663.450000003,25006757.32,936224.25,1094239.6,-158015.35,208119.5,150,42927.08,2026-08-18 01:27:35.973859 UTC
591,20250331,2,7,6,4,34366715.520000003,35700784.700000003,35033750.109999999,26792954.27,1305907.74,336125.15,969782.59,364286.59,150,43792.19,2026-08-18 01:27:35.973859 UTC
